//ID,Sprite_Name,kROName,iROName,0,HP,SP,0,0,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


1001,SCORPION,Scorpion,Scorpion,160,153,1,0,0,1,33,40,16,5,12,15,10,5,690,5,10,12,0,4,23,0x3191,200,1564,864,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,PORING,Poring,Poring,10,60,1,0,0,1,8,9,2,5,6,1,1,0,560,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1003,TESTEGG,Test Egg,Test Egg,20,100000,0,0,0,0,3,9,99,0,1,99,1,1,510,1,10,12,0,4,22,0x0,512,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,HORNET,Hornet,Hornet,110,90,1,0,0,1,13,16,7,1,12,24,4,5,560,5,10,12,0,4,24,0x1181,150,1292,792,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,FARMILIAR,Familiar,Familiar,240,427,1,0,0,1,68,77,26,5,15,19,20,5,700,1,10,12,0,2,27,0x3881,150,1276,576,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1006,THIEF_BUG_LARVA,Thief Bug Larva,Thief Bug Larva,10,1,0,0,0,0,0,0,0,0,1,1,1,1,510,1,0,0,0,0,1,0x651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,FABRE,Fabre,Fabre,60,72,1,0,0,1,12,15,24,0,12,5,5,5,620,5,10,12,0,4,22,0x181,400,1672,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,PUPA,Pupa,Pupa,40,66,1,0,0,1,1,4,24,2,11,1,3,3,580,6,10,12,0,4,22,0x100,1000,1001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,CONDOR,Condor,Condor,120,114,1,0,0,1,14,20,7,5,14,7,6,0,630,5,10,12,1,2,24,0x1081,150,1148,648,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,WILOW,Willow,Willow,80,91,1,0,0,1,13,18,38,2,13,3,8,5,620,5,10,12,1,3,22,0x81,200,1672,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,CHONCHON,Chonchon,Chonchon,50,57,1,0,0,1,11,14,27,0,13,4,4,0,580,5,10,12,0,4,24,0x181,200,1076,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,RODA_FROG,Roda Frog,Roda Frog,130,160,1,0,0,1,19,23,12,5,12,6,4,0,640,9,10,12,1,5,21,0x81,200,2016,816,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,WOLF,Wolf,Wolf,450,1219,1,0,0,1,80,91,55,3,27,24,30,15,830,5,10,12,1,2,22,0x1089,200,1054,504,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,SPORE,Spore,Spore,180,280,1,0,0,1,25,33,12,10,15,5,10,0,620,0,10,12,1,3,21,0x81,200,1872,672,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,ZOMBIE,Zombie,Zombie,170,234,1,0,0,1,38,50,20,3,15,8,17,0,650,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,ARCHER_SKELETON,Archer Skeleton,Archer Skeleton,500,1646,1,0,0,9,95,118,47,10,30,29,20,10,850,5,10,12,1,1,29,0x2085,300,2864,864,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1017,THIEF_BUG_FEMALE,Thief Bug Female,Thief Bug Female,100,170,0,0,0,1,33,40,5,5,1,15,10,5,730,5,10,12,1,4,27,0x651,200,988,288,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,CREAMY,Creamy,Creamy,230,378,1,0,0,1,61,62,28,20,16,1,1,0,510,20,10,12,0,4,24,0x181,150,1136,720,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,PECOPECO,Peco Peco,Peco Peco,250,446,1,0,0,1,76,83,48,0,21,10,13,5,780,5,10,12,2,2,23,0x1089,200,1564,864,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020,MANDRAGORA,Mandragora,Mandragora,130,156,1,0,0,4,20,23,13,2,12,3,5,5,600,5,10,12,1,3,62,0x84,1000,1768,768,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1021,THIEF_BUG_MALE,Thief Bug Male,Thief Bug Male,190,583,0,0,0,1,76,88,15,5,1,29,16,5,860,1,10,12,1,4,27,0x653,300,988,288,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1022,WEREWOLF,Werewolf,Werewolf,800,28600,0,0,0,2,2560,3280,65,35,1,97,60,1,1850,52,10,10,2,0,40,0x163,200,1500,768,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,ORK_WARRIOR,Orc Warrior,Orc Warrior,440,1434,1,0,0,1,71,104,52,3,32,15,24,15,660,10,10,12,1,7,22,0x3885,200,1864,864,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,WORM_TAIL,Wormtail,Wormtail,170,200,1,0,0,1,22,27,16,0,10,6,14,5,620,35,10,12,1,3,22,0x91,200,1048,48,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,SNAKE,Snake,Boa,180,217,1,0,0,1,23,28,9,8,10,8,18,10,640,15,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,MUNAK,Munak,Munak,580,2445,1,0,0,1,184,214,77,15,53,9,25,10,830,10,10,12,1,1,29,0x3885,200,2468,768,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1027,RAPTICE,Raptice,Raptice,170,600,0,0,0,1,0,0,5,10,5,20,20,0,780,10,10,12,1,2,22,0x131,200,2000,1000,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,SOLDIER_SKELETON,Soldier Skeleton,Soldier Skeleton,340,804,1,0,0,1,84,98,53,5,14,10,32,5,790,3,10,12,1,1,29,0x3885,200,2276,576,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,ISIS,Isis,Isis,590,2092,1,0,0,1,202,239,83,5,58,43,22,5,930,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,ANACONDAQ,Anacondaq,Anacondaq,1000,8510,1,0,0,1,504,559,92,0,79,46,28,43,1170,25,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,POPORING,Poporing,Poporing,300,524,1,0,0,1,74,94,36,17,17,26,20,18,860,5,10,12,1,3,25,0x83,300,1672,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,VERIT,Verit,Verit,520,1944,1,0,0,1,132,152,63,10,51,4,25,10,550,5,10,12,1,1,29,0x83,250,2468,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,ELDER_WILOW,Elder Willow,Elder Willow,340,599,1,0,0,1,80,94,45,0,10,14,25,0,790,0,10,12,1,3,43,0x3095,200,1372,672,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,THARA_FROG,Thara Frog,Thara Frog,400,1157,1,0,0,1,73,103,37,17,25,10,10,18,800,2,10,12,1,5,41,0x81,200,2016,816,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,HUNTER_FLY,Hunter Fly,Hunter Fly,630,2050,1,0,0,1,120,140,46,20,32,72,22,25,1290,15,10,12,0,4,44,0x3985,150,676,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,GHOUL,Ghoul,Ghoul,610,2614,1,0,0,1,216,245,78,5,56,12,19,11,770,10,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,SIDE_WINDER,Side Winder,Side Winder,700,2736,1,0,0,1,301,331,101,12,52,32,35,20,1160,15,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,OSIRIS,Osiris,Osiris,680,475840,1,0,0,1,1580,2483,172,164,97,99,86,131,1950,67,10,12,1,1,89,0x37B5,100,1072,672,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,BAPHOMET,Baphomet,Baphomet,810,668000,1,0,0,2,2864,4148,279,45,120,125,30,85,2050,85,10,12,2,6,67,0x37B5,100,768,768,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,GOLEM,Golem,Golem,610,2245,1,0,0,1,198,223,190,12,70,27,67,5,810,5,10,12,2,0,60,0x91,300,1608,816,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,MUMMY,Mummy,Mummy,550,2155,1,0,0,1,171,192,95,3,54,4,14,1,1120,0,10,12,1,1,49,0x3885,300,1772,72,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,STEEL_CHONCHON,Steel Chonchon,Steel Chonchon,480,1199,1,0,0,1,77,112,57,20,30,62,20,10,1060,10,10,12,0,4,24,0x118B,150,1076,576,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//1043,SEAHORES,Seahorse,Seahorse,180,1452,0,0,0,3,100,150,15,7,1,1,1,1,510,1,10,10,0,5,22,0x131,200,1500,800,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
